store_id,Company,local_authority,region,local_authority_population,latitude,longitude,geometry,other
649,Brand A,Leeds,Yorkshire and The Humber,798786,53.8066503,-1.5345373,POINT (-1.5345373 53.8066503),type1
650,Brand A,Leeds,Yorkshire and The Humber,798786,53.7673428,-1.5640882,POINT (-1.5640882 53.7673428),type1
651,Brand A,Leeds,Yorkshire and The Humber,798786,53.9382792,-1.3770058,POINT (-1.3770058 53.9382792),type1
652,Brand A,Leeds,Yorkshire and The Humber,798786,53.87626159999999,-1.6727865,POINT (-1.6727865 53.87626159999999),type1
653,Brand A,Leeds,Yorkshire and The Humber,798786,53.8317762,-1.4506707,POINT (-1.4506707 53.8317762),type1
666,Brand A,Leicester,East Midlands,354036,52.6464032,-1.1245469,POINT (-1.1245469 52.64640319999999),type1
732,Brand A,City of London,London,10938,51.52342260000001,-0.0743568,POINT (-0.0743568 51.52342260000001),type1
667,Brand A,Leicester,East Midlands,354036,52.6748158,-1.1555867,POINT (-1.1555867 52.6748158),type1
672,Brand A,Wigan,North West,330712,53.5054015,-2.5066070000000003,POINT (-2.506607 53.5054015),type1
673,Brand A,Wigan,North West,330712,53.556892,-2.6211390000000003,POINT (-2.621139 53.556892),type1
674,Brand A,Wigan,North West,330712,53.5613219,-2.6151818,POINT (-2.6151818 53.5613219),type1
678,Brand A,Lichfield,West Midlands,105637,52.692804,-1.815031,POINT (-1.815031 52.692804),type1
679,Brand A,Lichfield,West Midlands,105637,52.69387509999999,-1.8111949,POINT (-1.8111949 52.69387509999999),type1
681,Brand A,Lincoln,East Midlands,100049,53.2387178,-0.5293952,POINT (-0.5293952 53.2387178),type1
682,Brand A,Lincoln,East Midlands,100049,53.2488951,-0.5054221999999999,POINT (-0.5054221999999999 53.2488951),type1
668,Brand A,Leicester,East Midlands,354036,52.6627658,-1.0599315,POINT (-1.0599315 52.6627658),type1
642,Brand A,Thurrock,East of England,175531,51.4989451,0.2854325,POINT (0.2854325 51.4989451),type1
733,Brand A,City of London,London,10938,51.5270855,-0.0783894,POINT (-0.07838940000000001 51.5270855),type1
736,Brand A,Kensington and Chelsea,London,156864,51.5115878,-0.1823142999999999,POINT (-0.1823143 51.5115878),type1
785,Brand A,Redbridge,London,305658,51.5767304,0.1222839,POINT (0.1222839 51.5767304),type1
788,Brand A,Islington,London,248115,51.5443355,-0.0955766,POINT (-0.09557660000000001 51.5443355),type1
791,Brand A,Islington,London,248115,51.54437719999999,-0.0955186,POINT (-0.09551860000000001 51.54437719999999),type1
792,Brand A,Kingston upon Thames,London,179142,51.4215818,-0.294739,POINT (-0.294739 51.4215818),type1
796,Brand A,Kingston upon Thames,London,179142,51.4215818,-0.294739,POINT (-0.294739 51.4215818),type1
797,Brand A,Lewisham,London,305309,51.4714044,-0.0030866,POINT (-0.0030866 51.4714044),type1
801,Brand A,Westminster,London,269848,51.5255569,-0.1286689999999999,POINT (-0.128669 51.5255569),type1
806,Brand A,Westminster,London,269848,51.523633,-0.1142844,POINT (-0.1142844 51.523633),type1
807,Brand A,Westminster,London,269848,51.5120874,-0.1493517,POINT (-0.1493517 51.5120874),type1
808,Brand A,Westminster,London,269848,51.5244233,-0.1427669999999999,POINT (-0.142767 51.5244233),type1
809,Brand A,Westminster,London,269848,51.5226708,-0.1228688,POINT (-0.1228688 51.5226708),type1
810,Brand A,Westminster,London,269848,51.5261223,-0.1390933,POINT (-0.1390933 51.5261223),type1
811,Brand A,Wandsworth,London,329735,51.4723269,-0.2062365,POINT (-0.2062365 51.4723269),type1
816,Brand A,Newham,London,355266,51.5540354,0.0046912,POINT (0.0046912 51.5540354),type1
820,Brand A,Sutton,London,207707,51.3735292,-0.1831774,POINT (-0.1831774 51.3735292),type1
784,Brand A,Redbridge,London,305658,51.5700871,0.0820862,POINT (0.0820862 51.57008709999999),type1
783,Brand A,Camden,London,279516,51.5658117,-0.1672644999999999,POINT (-0.1672645 51.5658117),type1
777,Brand A,Camden,London,279516,51.5545318,-0.1661436999999999,POINT (-0.1661437 51.5545318),type1
776,Brand A,Camden,London,279516,51.5283714,-0.1037306,POINT (-0.1037306 51.5283714),type1
737,Brand A,Kensington and Chelsea,London,156864,51.49721219999999,-0.1590278,POINT (-0.1590278 51.49721219999999),type1
738,Brand A,Kensington and Chelsea,London,156864,51.5240492,-0.1888175,POINT (-0.1888175 51.5240492),type1
739,Brand A,Hounslow,London,271767,51.5025884,-0.2516808,POINT (-0.2516808 51.5025884),type1
740,Brand A,Hounslow,London,271767,51.4788959,-0.3511236,POINT (-0.3511236 51.4788959),type1
741,Brand A,Hounslow,London,271767,51.5089999,-0.3977401,POINT (-0.3977401 51.5089999),type1
742,Brand A,Hounslow,London,271767,51.4956976,-0.320249,POINT (-0.320249 51.4956976),type1
743,Brand A,Hounslow,London,271767,51.468622,-0.3275606,POINT (-0.3275606 51.468622),type1
734,Brand A,Kensington and Chelsea,London,156864,51.5002737,-0.1519037999999999,POINT (-0.1519038 51.5002737),type1
747,Brand A,Lambeth,London,321813,51.4720533,-0.1283938,POINT (-0.1283938 51.4720533),type1
751,Brand A,Croydon,London,388563,51.346859,-0.1070409,POINT (-0.1070409 51.34685899999999),type1
755,Brand A,Ealing,London,340341,51.522981,-0.293368,POINT (-0.293368 51.522981),type1
761,Brand A,Ealing,London,340341,51.523212,-0.293611,POINT (-0.293611 51.523212),type1
762,Brand A,Enfield,London,333587,51.6611338,-0.0736374999999999,POINT (-0.07363749999999991 51.66113379999999),type1
763,Brand A,Enfield,London,333587,51.619972,-0.0383118999999999,POINT (-0.0383119 51.619972),type1
764,Brand A,Enfield,London,333587,51.65805490000001,-0.0380226,POINT (-0.0380226 51.65805490000001),type1
770,Brand A,Harrow,London,252338,51.59110139999999,-0.3292411,POINT (-0.3292411 51.59110139999999),type1
750,Brand A,Croydon,London,388563,51.3856137,-0.092372,POINT (-0.09237200000000001 51.3856137),type1
309,Brand A,Canterbury,South East,166762,51.3567478,1.0529502,POINT (1.0529502 51.3567478),type1
499,Brand A,Glasgow City,Scotland,635640,55.887388,-4.2805559,POINT (-4.2805559 55.887388),type1
999,Brand A,Portsmouth,South East,214692,50.8112258,-1.0808277,POINT (-1.0808277 50.8112258),type1
168,Brand A,Birmingham,West Midlands,1140525,52.5721781,-1.8146313,POINT (-1.8146313 52.5721781),type1
47,Brand A,Ashford,South East,131018,51.1594322,0.8826902999999999,POINT (0.8826902999999999 51.1594322),type1
104,Brand A,Basildon,East of England,187558,51.5798612,0.468068,POINT (0.468068 51.5798612),type1
48,Brand A,Ashford,South East,131018,51.078068,0.6957679,POINT (0.6957679 51.07806799999999),type1
169,Brand A,Birmingham,West Midlands,1140525,52.559498,-1.8482364,POINT (-1.8482364 52.559498),type1
249,Brand A,"Bristol, City of",South West,465866,51.4424243,-2.5444536,POINT (-2.5444536 51.4424243),type1
248,Brand A,"Bristol, City of",South West,465866,51.5034001,-2.6082807000000003,POINT (-2.6082807 51.5034001),type1
105,Brand A,Basildon,East of England,187558,51.60055009999999,0.4860234,POINT (0.4860234 51.60055009999999),type1
49,Brand A,Ashford,South East,131018,51.1461429,0.9251341,POINT (0.9251341 51.1461429),type1
247,Brand A,"Bristol, City of",South West,465866,51.4680183,-2.5771567,POINT (-2.5771567 51.4680183),type1
246,Brand A,Brighton and Hove,South East,291738,50.8310766,-0.1292741,POINT (-0.1292741 50.8310766),type1
52,Brand A,Tameside,North West,227117,53.4987716,-2.0859462000000004,POINT (-2.0859462 53.4987716),type1
101,Brand A,North Devon,South West,98170,51.0830995,-4.0507564,POINT (-4.0507564 51.0830995),type1
100,Brand A,North Devon,South West,98170,51.0916916,-4.0507521,POINT (-4.0507521 51.0916916),type1
241,Brand A,Brighton and Hove,South East,291738,50.832788,-0.1358185999999999,POINT (-0.1358186 50.832788),type1
56,Brand A,East Devon,South West,148080,50.7929359,-2.9870065,POINT (-2.9870065 50.7929359),type1
170,Brand A,Birmingham,West Midlands,1140525,52.4724949,-1.8034731,POINT (-1.8034731 52.4724949),type1
203,Brand A,Blackpool,North West,138381,53.8047954,-2.9815526,POINT (-2.9815526 53.8047954),type1
166,Brand A,Birmingham,West Midlands,1140525,52.4691636,-1.9375701,POINT (-1.9375701 52.46916359999999),type1
44,Brand A,Derbyshire Dales,East Midlands,72422,53.148372,-1.54465,POINT (-1.54465 53.14837199999999),type1
34,Brand A,Test Valley,South East,127163,51.21837880000001,-1.4699943,POINT (-1.4699943 51.21837880000001),type1
35,Brand A,Test Valley,South East,127163,51.226197,-1.463747,POINT (-1.463747 51.226197),type1
267,Brand A,Cornwall,South West,573299,50.1640246,-5.0580534,POINT (-5.0580534 50.1640246),type1
266,Brand A,Cornwall,South West,573299,50.84108439999999,-4.5350299,POINT (-4.5350299 50.84108439999999),type1
114,Brand A,Bath and North East Somerset,South West,196357,51.3889228,-2.3494856000000004,POINT (-2.3494856 51.3889228),type1
160,Brand A,Wirral,North West,324336,53.418047,-3.0602534,POINT (-3.0602534 53.418047),type1
112,Brand A,Basingstoke and Deane,South East,177760,51.2937822,-1.0487448,POINT (-1.0487448 51.2937822),type1
111,Brand A,Basingstoke and Deane,South East,177760,51.2751557,-1.0765623,POINT (-1.0765623 51.2751557),type1
38,Brand A,Dumfries and Galloway,Scotland,148290,54.9975404,-3.2519844,POINT (-3.2519844 54.9975404),type1
39,Brand A,Dumfries and Galloway,Scotland,148290,55.0780713,-3.6004636000000003,POINT (-3.6004636 55.0780713),type1
40,Brand A,Dumfries and Galloway,Scotland,148290,55.0851512,-3.6163975,POINT (-3.6163975 55.0851512),type1
106,Brand A,Basildon,East of England,187558,51.5726982,0.5119059,POINT (0.5119059 51.5726982),type1
258,Brand A,South Gloucestershire,South West,287816,51.5472998,-2.5409194000000004,POINT (-2.5409194 51.5472998),type1
257,Brand A,South Gloucestershire,South West,287816,51.473465,-2.4986805000000003,POINT (-2.4986805 51.473465),type1
165,Brand A,Birmingham,West Midlands,1140525,52.4873781,-1.8850728,POINT (-1.8850728 52.4873781),type1
43,Brand A,Derbyshire Dales,East Midlands,72422,53.027689,-1.721596,POINT (-1.721596 53.027689),type1
256,Brand A,South Gloucestershire,South West,287816,51.5349719,-2.5860692000000003,POINT (-2.5860692 51.5349719),type1
57,Brand A,East Devon,South West,148080,50.6892666,-3.2273455,POINT (-3.2273455 50.6892666),type1
97,Brand A,Pendle,North West,92145,53.9267402,-2.1765223,POINT (-2.1765223 53.9267402),type1
236,Brand A,Bridgend,Wales,147539,51.5074182,-3.5557433,POINT (-3.5557433 51.5074182),type1
235,Brand A,Bridgend,Wales,147539,51.5152303,-3.5667368,POINT (-3.5667368 51.5152303),type1
88,Brand A,Cherwell,South East,151846,51.9087201,-1.1419253,POINT (-1.1419253 51.9087201),type1
87,Brand A,Cherwell,South East,151846,52.0724878,-1.324919,POINT (-1.324919 52.0724878),type1
74,Brand A,Bradford,Yorkshire and The Humber,542128,53.80451359999999,-1.7397442,POINT (-1.7397442 53.80451359999999),type1
75,Brand A,Bradford,Yorkshire and The Humber,542128,53.9353446,-1.813184,POINT (-1.813184 53.9353446),type1
197,Brand A,East Hertfordshire,East of England,151786,51.880811,0.170627,POINT (0.170627 51.880811),type1
76,Brand A,Bradford,Yorkshire and The Humber,542128,53.87657839999999,-1.8979883,POINT (-1.8979883 53.87657839999999),type1
215,Brand A,"Bournemouth, Christchurch and Poole",South West,396989,50.7583857,-1.9401973,POINT (-1.9401973 50.7583857),type1
214,Brand A,"Bournemouth, Christchurch and Poole",South West,396989,50.75509399999999,-1.8066193,POINT (-1.8066193 50.75509399999999),type1
213,Brand A,"Bournemouth, Christchurch and Poole",South West,396989,50.7279893,-1.96948,POINT (-1.96948 50.7279893),type1
212,Brand A,"Bournemouth, Christchurch and Poole",South West,396989,50.7303108,-1.8718777,POINT (-1.8718777 50.7303108),type1
210,Brand A,Boston,East Midlands,70837,52.989423,-0.0135191,POINT (-0.0135191 52.989423),type1
200,Brand A,Blackburn with Darwen,North West,150030,53.75918109999999,-2.4738228,POINT (-2.4738228 53.75918109999999),type1
84,Brand A,Mid and East Antrim,Northern Ireland,139443,54.7243434,-5.8045716,POINT (-5.8045716 54.7243434),type1
83,Brand A,Mid and East Antrim,Northern Ireland,139443,54.8795548,-6.2634879,POINT (-6.2634879 54.8795548),type1
202,Brand A,Blackpool,North West,138381,53.8257518,-3.0438266,POINT (-3.0438266 53.8257518),type1
206,Brand A,Bolton,North West,288248,53.5916676,-2.5213419000000004,POINT (-2.5213419 53.5916676),type1
205,Brand A,Bolton,North West,288248,53.59072600000001,-2.4196999000000003,POINT (-2.4196999 53.59072600000001),type1
73,Brand A,Bradford,Yorkshire and The Humber,542128,53.8638933,-1.7564224,POINT (-1.7564224 53.8638933),type1
268,Brand A,Cornwall,South West,573299,50.6475567,-4.3504234,POINT (-4.3504234 50.6475567),type1
222,Brand A,Bracknell Forest,South East,124165,51.4264912,-0.7402333999999999,POINT (-0.7402333999999999 51.4264912),type1
71,Brand A,South Ayrshire,Scotland,112140,55.47781,-4.598137,POINT (-4.598137 55.47781),type1
60,Brand A,Buckinghamshire,South East,547060,51.8251302,-0.8032957,POINT (-0.8032956999999999 51.8251302),type1
182,Brand A,County Durham,North East,533149,54.6505616,-1.6846887,POINT (-1.6846887 54.6505616),type1
61,Brand A,Buckinghamshire,South East,547060,52.0108215,-0.9751852,POINT (-0.9751852 52.0108215),type1
62,Brand A,Buckinghamshire,South East,547060,51.6395887,-0.7451047,POINT (-0.7451047 51.6395887),type1
233,Brand A,Brentwood,East of England,77242,51.63061,0.3139638,POINT (0.3139638 51.63061),type1
63,Brand A,Buckinghamshire,South East,547060,51.8314561,-0.8272585,POINT (-0.8272585 51.8314561),type1
183,Brand A,County Durham,North East,533149,54.8671159,-1.5642317,POINT (-1.5642317 54.86711589999999),type1
184,Brand A,County Durham,North East,533149,54.78683099999999,-1.5637079,POINT (-1.5637079 54.78683099999999),type1
185,Brand A,County Durham,North East,533149,54.8584868,-1.8312588,POINT (-1.8312588 54.8584868),type1
186,Brand A,County Durham,North East,533149,54.7885623,-1.5319168,POINT (-1.5319168 54.7885623),type1
229,Brand A,Powys,Wales,133030,51.9572605,-3.380894,POINT (-3.380894 51.9572605),type1
94,Brand A,Gwynedd,Wales,125171,53.23733909999999,-4.1153162,POINT (-4.1153162 53.23733909999999),type1
69,Brand A,Buckinghamshire,South East,547060,51.58084930000001,-0.7661063,POINT (-0.7661063 51.58084930000001),type1
226,Brand A,Braintree,East of England,153091,51.8676141,0.5324481,POINT (0.5324481 51.8676141),type1
70,Brand A,South Ayrshire,Scotland,112140,55.47121549999999,-4.619241299999999,POINT (-4.619241299999999 55.47121549999999),type1
225,Brand A,Braintree,East of England,153091,51.88903379999999,0.5612695,POINT (0.5612695 51.88903379999999),type1
91,Brand A,Ards and North Down,Northern Ireland,162056,54.6574456,-5.6464442,POINT (-5.6464442 54.6574456),type1
223,Brand A,Bracknell Forest,South East,124165,51.3449789,-0.7636563999999999,POINT (-0.7636563999999999 51.3449789),type1
269,Brand A,Cornwall,South West,573299,50.2731311,-5.042692299999999,POINT (-5.042692299999999 50.2731311),type1
167,Brand A,Birmingham,West Midlands,1140525,52.5192613,-1.8128551,POINT (-1.8128551 52.5192613),type1
159,Brand A,Wirral,North West,324336,53.3379047,-3.0881578000000003,POINT (-3.0881578 53.3379047),type1
289,Brand A,East Staffordshire,West Midlands,120923,52.9079814,-1.8537782,POINT (-1.8537782 52.9079814),type1
4,Brand A,Aberdeen City,Scotland,229060,57.1591632,-2.0895563000000004,POINT (-2.0895563 57.15916319999999),type1
302,Brand A,Surrey Heath,South East,89204,51.348429,-0.734768,POINT (-0.734768 51.348429),type1
282,Brand A,Mid Sussex,South East,152142,50.9655228,-0.1205404,POINT (-0.1205404 50.9655228),type1
292,Brand A,Bury,North West,190708,53.6049109,-2.2821439000000003,POINT (-2.2821439 53.6049109),type1
283,Brand A,Mid Sussex,South East,152142,51.13594499999999,0.0008826,POINT (0.0008826000000000007 51.13594499999999),type1
5,Brand A,Aberdeen City,Scotland,229060,57.1892254,-2.1372256000000003,POINT (-2.1372256 57.1892254),type1
284,Brand A,Mid Sussex,South East,152142,51.0073843,-0.0929905,POINT (-0.0929905 51.0073843),type1
270,Brand A,Cornwall,South West,573299,50.10900589999999,-5.254383899999999,POINT (-5.254383899999999 50.10900589999999),type1
146,Brand A,East Riding of Yorkshire,Yorkshire and The Humber,343201,53.851975,-0.4211643,POINT (-0.4211643 53.851975),type1
121,Brand A,Belfast,Northern Ireland,342560,54.6108203,-5.9213411,POINT (-5.9213411 54.6108203),type1
308,Brand A,Canterbury,South East,166762,51.2890643,1.0894987,POINT (1.0894987 51.2890643),type1
295,Brand A,West Suffolk,East of England,177302,52.2711001,0.4064931,POINT (0.4064931 52.2711001),type1
7,Brand A,Monmouthshire,Wales,95164,51.8332783,-3.0096368,POINT (-3.0096368 51.8332783),type1
126,Brand A,Lisburn and Castlereagh,Northern Ireland,146452,54.5734623,-5.8989048,POINT (-5.8989048 54.5734623),type1
19,Brand A,Wiltshire,South West,504070,51.0715812,-1.7654327,POINT (-1.7654327 51.0715812),type1
129,Brand A,Amber Valley,East Midlands,128829,53.0331587,-1.4742548,POINT (-1.4742548 53.0331587),type1
16,Brand A,Wiltshire,South West,504070,51.1820647,-1.7714573,POINT (-1.7714573 51.1820647),type1
18,Brand A,Wiltshire,South West,504070,51.2149678,-2.1708893,POINT (-2.1708893 51.2149678),type1
8,Brand A,Monmouthshire,Wales,95164,51.8208443,-2.70723,POINT (-2.70723 51.8208443),type1
17,Brand A,Wiltshire,South West,504070,51.078678,-1.7854867,POINT (-1.7854867 51.078678),type1
288,Brand A,East Staffordshire,West Midlands,120923,52.81213999999999,-1.6222103,POINT (-1.6222103 52.81213999999999),type1
20,Brand A,Wiltshire,South West,504070,51.3270587,-2.1923319,POINT (-2.1923319 51.32705869999999),type1
304,Brand A,Cambridge,East of England,125063,52.2169728,0.1432753,POINT (0.1432753 52.2169728),type1
122,Brand A,Belfast,Northern Ireland,342560,54.63043869999999,-5.8485969,POINT (-5.8485969 54.63043869999998),type1
29,Brand A,Carmarthenshire,Wales,190073,51.8686801,-4.2990015,POINT (-4.2990015 51.8686801),type1
294,Brand A,West Suffolk,East of England,177302,52.25558099999999,0.7228286,POINT (0.7228286 52.25558099999999),type1
158,Brand A,Wirral,North West,324336,53.3993454,-3.0173255,POINT (-3.0173255 53.3993454),type1
307,Brand A,Cambridge,East of England,125063,52.2162903,0.130374,POINT (0.130374 52.2162903),type1
156,Brand A,Torridge,South West,68719,50.8191303,-4.3430859,POINT (-4.3430859 50.8191303),type1
30,Brand A,Carmarthenshire,Wales,190073,51.6859003,-4.1290625,POINT (-4.1290625 51.6859003),type1
155,Brand A,Torridge,South West,68719,51.0279552,-4.1958858,POINT (-4.1958858 51.0279552),type1
1,Brand A,Rushcliffe,East Midlands,121416,52.9415164,-1.1166693,POINT (-1.1166693 52.9415164),type1
12,Brand A,Ceredigion,Wales,72895,52.424587900000006,-4.0751073,POINT (-4.0751073 52.42458790000001),type1
137,Brand A,Northumberland,North East,323820,55.7796013,-1.9940979,POINT (-1.9940979 55.7796013),type1
28,Brand A,Carmarthenshire,Wales,190073,51.80293879999999,-3.977935,POINT (-3.977935 51.80293879999999),type1
134,Brand A,Dacorum,East of England,155457,51.7596807,-0.4621165,POINT (-0.4621165 51.7596807),type1
299,Brand A,High Peak,East Midlands,92633,53.2698299,-1.9014026,POINT (-1.9014026 53.2698299),type1
133,Brand A,Dacorum,East of England,155457,51.770549,-0.5544808,POINT (-0.5544808 51.770549),type1
13,Brand A,Ceredigion,Wales,72895,52.0925472,-4.6513888,POINT (-4.6513888 52.0925472),type1
138,Brand A,Northumberland,North East,323820,55.17824519999999,-1.6795081,POINT (-1.6795081 55.17824519999999),type1
118,Brand A,Bath and North East Somerset,South West,196357,51.39217479999999,-2.350432,POINT (-2.350432 51.39217479999999),type1
127,Brand A,Lisburn and Castlereagh,Northern Ireland,146452,54.5213212,-6.039604299999999,POINT (-6.039604299999999 54.5213212),type1
153,Brand A,Rother,South East,96716,50.8489614,0.4841792,POINT (0.4841792 50.8489614),type1
119,Brand A,Bedford,East of England,174687,52.14594980000001,-0.4588088,POINT (-0.4588088 52.14594980000001),type1
131,Brand B,Amber Valley,East Midlands,128829,53.0330713,-1.4719669,POINT (-1.4719669 53.0330713),type2
704,Brand B,Barnet,London,399007,51.6263964,-0.166488,POINT (-0.166488 51.6263964),type1
787,Brand B,Redbridge,London,305658,51.5998427,0.0914228999999998,POINT (0.09142289999999989 51.5998427),type3
780,Brand B,Camden,London,279516,51.5347596,-0.1140282,POINT (-0.1140282 51.5347596),type2
778,Brand B,Camden,London,279516,51.5272538,-0.1213792,POINT (-0.1213792 51.5272538),type2
130,Brand B,Amber Valley,East Midlands,128829,53.0598056,-1.3954287,POINT (-1.3954287 53.0598056),type2
92,Brand B,Ards and North Down,Northern Ireland,162056,54.6034938,-5.686611600000001,POINT (-5.686611600000001 54.6034938),type3
779,Brand B,Camden,London,279516,51.555443,-0.1683185999999999,POINT (-0.1683186 51.555443),type2
786,Brand B,Redbridge,London,305658,51.5685941,0.0819983,POINT (0.0819983 51.5685941),type2
781,Brand B,Camden,London,279516,51.54955209999999,-0.1848664,POINT (-0.1848664 51.54955209999999),type2
705,Brand B,Barnet,London,399007,51.582005,-0.1870071999999999,POINT (-0.1870072 51.582005),type2
93,Brand B,Ards and North Down,Northern Ireland,162056,54.6575978,-5.646169,POINT (-5.646169 54.6575978),type1
128,Brand B,Lisburn and Castlereagh,Northern Ireland,146452,54.5210081,-6.0354463,POINT (-6.0354463 54.5210081),type1
782,Brand B,Camden,London,279516,51.5478999,-0.1314476,POINT (-0.1314476 51.5478999),type2
696,Brand B,West Lothian,Scotland,183820,55.911406500000005,-3.6311247,POINT (-3.6311247 55.91140650000001),type3
789,Brand B,Islington,London,248115,51.54335569999999,-0.0986387,POINT (-0.09863870000000001 51.54335569999999),type3
689,Brand B,Liverpool,North West,500474,53.4151493,-2.9764762,POINT (-2.9764762 53.4151493),type3
690,Brand B,Liverpool,North West,500474,53.40059870000001,-2.8491852000000004,POINT (-2.8491852 53.40059870000001),type2
82,Brand B,Bradford,Yorkshire and The Humber,542128,53.8037334,-1.7409376,POINT (-1.7409376 53.8037334),type1
691,Brand B,Liverpool,North West,500474,53.381688,-2.8636275,POINT (-2.8636275 53.381688),type2
85,Brand B,Mid and East Antrim,Northern Ireland,139443,54.8614287,-5.808062,POINT (-5.808062 54.8614287),type1
805,Brand B,Westminster,London,269848,51.527777,-0.1573144,POINT (-0.1573144 51.527777),type1
804,Brand B,Westminster,London,269848,51.5264746,-0.1769697999999999,POINT (-0.1769698 51.5264746),type2
694,Brand B,West Lothian,Scotland,183820,55.8937269,-3.5056352000000004,POINT (-3.5056352 55.8937269),type1
803,Brand B,Westminster,London,269848,51.520864800000005,-0.1098382,POINT (-0.1098382 51.52086480000001),type2
802,Brand B,Westminster,London,269848,51.507173,-0.1304691,POINT (-0.1304691 51.50717299999999),type3
86,Brand B,Mid and East Antrim,Northern Ireland,139443,54.8795548,-6.2634879,POINT (-6.2634879 54.8795548),type2
800,Brand B,Lewisham,London,305309,51.4563804,-0.0094456,POINT (-0.0094456 51.4563804),type2
695,Brand B,West Lothian,Scotland,183820,55.9872455,-3.584517799999999,POINT (-3.584517799999999 55.9872455),type2
799,Brand B,Lewisham,London,305309,51.4705146,-0.0012282999999999,POINT (-0.0012283 51.4705146),type2
798,Brand B,Lewisham,London,305309,51.4400576,-0.0233938999999999,POINT (-0.0233939 51.4400576),type3
795,Brand B,Kingston upon Thames,London,179142,51.4205717,-0.2916774,POINT (-0.2916774 51.4205717),type2
132,Brand B,Amber Valley,East Midlands,128829,53.10716719999999,-1.3784943,POINT (-1.3784943 53.10716719999999),type2
794,Brand B,Kingston upon Thames,London,179142,51.4112438,-0.2457258,POINT (-0.2457258 51.4112438),type2
793,Brand B,Kingston upon Thames,London,179142,51.4031048,-0.2939988,POINT (-0.2939988 51.4031048),type2
89,Brand B,Cherwell,South East,151846,51.908120100000005,-1.1413844,POINT (-1.1413844 51.9081201),type3
90,Brand B,Cherwell,South East,151846,52.07167989999999,-1.323916,POINT (-1.323916 52.07167989999999),type1
698,Brand B,Conwy,Wales,118184,53.3340533,-3.819911,POINT (-3.819911 53.3340533),type1
790,Brand B,Islington,London,248115,51.5682761,-0.1089716,POINT (-0.1089716 51.5682761),type2
699,Brand B,Conwy,Wales,118184,53.3053316,-3.7144651,POINT (-3.7144651 53.3053316),type3
95,Brand B,Gwynedd,Wales,125171,53.14991,-4.2639624,POINT (-4.2639624 53.14991),type1
771,Brand B,Harrow,London,252338,51.6276676,-0.3019274,POINT (-0.3019274 51.6276676),type3
707,Brand B,Barnet,London,399007,51.6228726,-0.2660749,POINT (-0.2660749 51.6228726),type1
103,Brand B,North Devon,South West,98170,51.09183709999999,-4.0513065,POINT (-4.0513065 51.09183709999999),type1
718,Brand B,Bromley,London,332752,51.4235493,-0.0412173,POINT (-0.0412173 51.4235493),type3
749,Brand B,Lambeth,London,321813,51.4721304,-0.1056055,POINT (-0.1056055 51.4721304),type3
748,Brand B,Lambeth,London,321813,51.4418813,-0.1196099,POINT (-0.1196099 51.4418813),type1
719,Brand B,Bromley,London,332752,51.4173742,-0.0179678,POINT (-0.0179678 51.4173742),type1
720,Brand B,Bromley,London,332752,51.414439,0.024952,POINT (0.024952 51.414439),type2
746,Brand B,Hounslow,London,271767,51.5022418,-0.2515606999999999,POINT (-0.2515607 51.5022418),type1
723,Brand B,Tower Hamlets,London,331969,51.5299766,-0.0475611999999999,POINT (-0.0475611999999999 51.5299766),type1
745,Brand B,Hounslow,London,271767,51.45574189999999,-0.4005698,POINT (-0.4005698 51.45574189999999),type1
724,Brand B,Tower Hamlets,London,331969,51.53720799999999,-0.0494616,POINT (-0.0494616 51.53720799999999),type3
120,Brand B,Bedford,East of England,174687,52.14642400000001,-0.4599072,POINT (-0.4599072 52.14642400000001),type3
717,Brand B,Bromley,London,332752,51.387168200000005,0.1105511,POINT (0.1105511 51.3871682),type3
744,Brand B,Hounslow,London,271767,51.4793175,-0.3507948999999999,POINT (-0.3507949 51.4793175),type3
107,Brand B,Basildon,East of England,187558,51.57965229999999,0.4669169,POINT (0.4669169 51.57965229999999),type1
108,Brand B,Basildon,East of England,187558,51.600626600000005,0.5103152,POINT (0.5103152 51.60062660000001),type1
109,Brand B,Basildon,East of England,187558,51.621725600000005,0.5302614999999999,POINT (0.5302614999999999 51.6217256),type3
729,Brand B,City of London,London,10938,51.5274005,-0.0701417,POINT (-0.0701417 51.5274005),type3
110,Brand B,Basildon,East of England,187558,51.6352992,0.4278459,POINT (0.4278459 51.6352992),type1
730,Brand B,City of London,London,10938,51.5281194,-0.1031519,POINT (-0.1031519 51.5281194),type1
113,Brand B,Basingstoke and Deane,South East,177760,51.275804,-1.0777047,POINT (-1.0777047 51.275804),type3
735,Brand B,Kensington and Chelsea,London,156864,51.5049164,-0.1786312,POINT (-0.1786312 51.5049164),type3
117,Brand B,Bath and North East Somerset,South West,196357,51.391317,-2.3519941,POINT (-2.3519941 51.391317),type1
116,Brand B,Bath and North East Somerset,South West,196357,51.42405930000001,-2.4882394000000003,POINT (-2.4882394 51.42405930000001),type2
115,Brand B,Bath and North East Somerset,South West,196357,51.2956038,-2.4717805000000004,POINT (-2.4717805 51.29560379999999),type1
728,Brand B,City of London,London,10938,51.5272112,-0.0772727,POINT (-0.0772727 51.5272112),type2
716,Brand B,Bromley,London,332752,51.3857296,-0.0054468999999999,POINT (-0.005446899999999999 51.3857296),type2
752,Brand B,Croydon,London,388563,51.3488282,-0.1061347,POINT (-0.1061347 51.3488282),type3
